mfccs_0,mfccs_1,mfccs_2,mfccs_3,mfccs_4,mfccs_5,mfccs_6,mfccs_7,mfccs_8,mfccs_9,mfccs_10,mfccs_11,mfccs_12,mfccs_13,mfccs_14,mfccs_15,mfccs_16,mfccs_17,mfccs_18,mfccs_19,mfccs_20,mfccs_21,mfccs_22,mfccs_23,mfccs_24,mfccs_25,mfccs_26,mfccs_27,mfccs_28,mfccs_29,spectral_centroid,spectral_bandwidth,spectral_rolloff,rms,source,label
-365.08353,217.29488,-73.06214,-59.05321,26.600937,27.005043,-26.784317,-25.207191,0.7279767,-4.9679203,-25.373936,-16.98921,-7.6997986,-24.613203,-11.375829,8.279922,-11.172759,-16.070349,4.55986,0.75145316,-5.5840287,-11.198335,-3.6392128,3.8301497,-10.947061,-6.285693,-3.438081,-4.213827,-4.5343933,-3.5175931,1749.4698755601112,1112.340382780924,2582.239029255319,0.1611895,output_20250226_1705_speaker1.mp3,0
-540.07104,110.08919,-40.726295,-33.050434,13.342628,16.493374,-15.797123,-16.06713,2.1820838,-4.451637,-17.676615,-7.4091353,1.7873565,-9.936426,-3.2496305,8.407687,-7.2263455,-10.256171,3.3477256,0.29860628,-3.653139,-6.152135,-0.589389,1.2776743,-8.7942295,-3.0618072,-0.41811457,-1.6324489,-0.6208312,0.20059091,991.8923390320102,606.1104084568234,1468.459109042553,0.10967514,output_20250226_1705_speaker1.mp3,0
-596.1215,71.66519,-22.648924,-22.42423,8.557507,14.226018,-7.1920214,-11.052715,-0.5957134,-0.41240957,-8.62166,-3.9509773,2.6782482,-6.080117,-5.202615,3.6405792,-3.3775356,-7.1873293,0.8791452,-2.046918,-2.5402305,-1.2954814,-0.1260324,0.9833585,-5.5705185,-1.524229,-0.041494057,-2.3725128,-2.0811567,-1.2460825,1148.639589471744,749.3484372165603,1802.1941489361702,0.10490296,output_20250226_1705_speaker1.mp3,0
-323.2818,173.30739,-54.96118,-7.6692686,19.726524,14.030234,-6.369719,-21.6658,-1.3890969,-9.496597,-27.241259,-8.407531,1.5123119,-15.251275,-16.76453,0.94735557,-0.14790791,-9.89902,-0.5508245,-1.7834355,-8.277259,-3.257903,1.9749016,-2.8604138,-13.167435,-5.8834915,0.39955553,-6.256152,-9.68712,-4.416944,2051.3861683748537,1541.1395446810614,3410.0315824468084,0.15230136,output_20250226_1705_speaker1.mp3,0
-310.7108,213.6833,-63.581882,-6.4429717,36.242714,16.595074,-2.0286164,-14.154875,-9.933124,-5.310291,-14.114376,-10.455706,1.1301916,-8.3201275,-9.522783,3.9233873,-3.2060773,-8.810065,-1.1303005,-8.162421,-4.6945295,-4.505134,-7.65282,-3.456578,-11.387569,-6.921604,-3.2673278,-4.789628,-7.479709,-7.95632,1708.226673139933,1383.6874881782371,2792.179188829787,0.14500645,output_20250226_1705_speaker1.mp3,0
-504.88596,98.24601,-24.102886,-13.33066,12.07512,9.720708,-9.657905,-14.438036,1.0004076,-1.7806523,-15.353329,-7.0687237,1.4814292,-5.258337,-5.02874,0.8004548,-1.9107531,-5.1074214,-1.4416655,-0.8296522,-3.9414332,-6.0034795,-2.0636315,-1.6507963,-6.166497,-1.905281,-0.19817124,-3.5272048,-4.2849746,-1.3423539,1055.3232567993286,877.8042225009544,1872.0079787234042,0.1382843,output_20250226_1705_speaker1.mp3,0
-423.43283,190.68227,-52.605125,-59.679745,30.361126,32.284298,-30.641762,-32.429783,7.673386,0.94138205,-27.981684,-14.004458,2.471507,-17.635672,-14.516362,5.4251113,-8.688781,-15.188197,0.041698862,-0.9411043,-5.0770006,-8.339376,-3.1669004,1.3365021,-10.439821,-7.029588,-0.4598602,-3.0518587,-6.80656,-5.0567646,1786.9620333394053,1106.054547700342,2654.546210106383,0.10682204,output_20250226_1705_speaker1.mp3,0
-431.94016,183.04428,-53.968906,-49.89584,32.84796,29.604033,-29.934586,-27.553028,6.6973147,-2.624415,-25.03054,-9.120535,1.5399826,-19.042826,-10.990712,6.246691,-10.80418,-14.609785,1.651893,-1.2501808,-5.6829767,-8.274383,-0.9734387,1.2763128,-11.53809,-3.4874,0.75382113,-3.635509,-4.9441214,-2.4836993,2057.253128089586,1285.292705846274,3047.4983377659573,0.10575896,output_20250226_1705_speaker1.mp3,0
-562.06696,99.33523,-38.664238,-22.408699,31.089584,31.84653,-11.499744,-19.401834,3.1112537,2.1594052,-13.24571,-7.383867,0.5498334,-14.1679535,-8.300985,5.915339,-8.982323,-8.466291,4.0433702,-3.0998275,-2.9030573,-3.755065,-1.0236455,2.3430285,-6.9860744,-2.299568,-0.026176818,-2.059707,-3.4934845,-3.259648,1048.4673578523955,574.7753653800114,1408.2446808510638,0.100746885,output_20250226_1705_speaker1.mp3,0
-455.67322,164.53447,-49.95369,-48.058445,31.945005,38.941933,-15.948871,-26.5217,0.03456051,-3.2310874,-23.106548,-10.335794,2.247344,-17.403059,-14.062417,5.432148,-4.35223,-8.842853,2.437045,-1.4637039,-4.8206253,-7.0945845,-1.1216286,2.9662478,-9.316037,-5.7478585,-1.1640431,-3.8024247,-6.9950395,-5.339551,2031.0002906059433,1433.2399157448258,3267.2872340425533,0.105602644,output_20250226_1705_speaker1.mp3,0
-390.39587,179.61133,-54.890106,-39.032734,39.26726,32.176693,-20.006872,-22.326466,-0.21973954,-7.0781083,-22.302807,-8.021296,-0.38599297,-19.486717,-14.054246,2.6231973,-6.0237217,-9.943434,-0.5393346,-3.36388,-5.90297,-5.19885,1.5637386,0.8758967,-9.959302,-4.628275,-0.67525893,-3.4791436,-7.2055078,-4.209842,2066.9956490156133,1361.1176001275023,3245.844414893617,0.17016952,output_20250226_1705_speaker1.mp3,0
-551.8797,96.179665,-43.738194,-22.424524,9.976802,3.2768826,-14.276999,-10.388472,-2.9333603,-3.1713321,-8.879886,-5.8842044,-0.922499,-7.564249,-4.0014653,3.689232,-2.0860217,-5.2153034,0.75736594,-0.95943207,-1.2835805,-1.9884826,-1.2901512,-0.287753,-5.2306943,-2.3834531,-0.2936629,-1.1055034,-3.077496,-2.011873,1144.9968249895858,685.004720229132,1654.3384308510638,0.10621187,output_20250226_1705_speaker1.mp3,0
-559.5179,81.03033,-28.39883,-21.75228,8.644353,-0.59228367,-18.37576,-7.5453687,0.5643503,-6.9806542,-10.420127,-1.2659532,0.5882745,-8.4949045,-5.424572,2.6377876,-0.18916433,-3.4947152,-0.5053001,-1.4990602,-1.7606246,-1.5796063,0.34032837,-1.0608634,-5.9829016,-1.6689632,0.47634262,-0.8464008,-2.3987782,-2.1066413,1104.2779418270688,718.9210365371819,1702.4601063829787,0.11689925,output_20250226_1705_speaker1.mp3,0
-406.8109,186.25851,-68.071945,-63.914913,30.434742,36.287014,-26.991896,-30.197666,4.3629503,-1.7238903,-24.60944,-6.8291354,3.4138618,-22.685911,-16.126362,4.805303,-8.692782,-14.735688,-1.1590376,-4.760645,-5.7355514,-5.091144,0.29359323,-0.013719356,-12.575107,-1.3436759,1.7356986,-5.8244343,-6.426194,-2.023144,1931.4431894832187,1150.9388523636771,2748.545545212766,0.11333731,output_20250226_1705_speaker1.mp3,0
-429.42697,173.117,-73.14355,-67.74215,30.374277,37.657288,-28.805185,-36.91566,1.4860871,-0.38859746,-24.398342,-8.326437,4.5136847,-22.522654,-18.363829,7.8186216,-3.4576406,-10.657941,-0.119798034,-5.993457,-4.582914,-4.9519253,-4.252038,-2.96955,-12.598792,-2.7286918,0.69792706,-6.069086,-6.641856,-1.5558307,1986.9666238322134,1153.3323564081886,2765.874335106383,0.11411136,output_20250226_1705_speaker1.mp3,0
-392.71768,196.21544,-55.891,-53.90649,33.08869,26.236258,-35.83849,-33.044983,1.7911881,-6.0010667,-27.477337,-12.013357,-0.27408698,-17.872137,-10.405975,4.4597216,-10.872642,-11.310812,4.3941216,-2.428358,-7.0887465,-7.6171756,-1.9085524,0.56694895,-10.744523,-2.5433893,2.2583046,-3.4722633,-7.0666785,-3.8165784,1832.7920704665346,1175.3854046981367,2691.198470744681,0.12834351,output_20250226_1705_speaker1.mp3,0
-589.03845,71.113625,-35.52477,-30.839056,15.890378,19.727566,-7.9009943,-11.750193,0.013557961,-2.4747396,-9.943873,-1.4387015,3.4831653,-8.724171,-8.941064,1.3957609,-0.6937787,-2.5296693,2.0708187,-1.7814299,-3.8226864,-3.1633582,-1.3773212,-0.3980657,-5.290641,-2.631041,-0.46579447,-1.7029153,-3.6243267,-3.6344306,1304.0742443219294,860.7519476714772,1958.9012632978724,0.11009979,output_20250226_1705_speaker1.mp3,0
-419.22507,189.84209,-61.85531,-54.312294,32.705326,40.560593,-23.418972,-28.832378,3.9483,-2.2093122,-30.823471,-14.459695,5.7746944,-18.393272,-14.419532,7.31431,-8.624626,-12.7969265,5.741127,-4.9710784,-6.9304647,-4.894009,0.41518483,2.633471,-15.410796,-2.747258,1.7913156,-5.614848,-6.902385,-4.5132957,1851.435848654441,1188.1027186954332,2730.718085106383,0.11402803,output_20250226_1705_speaker1.mp3,0
-423.03558,180.98746,-64.535904,-58.597874,35.900406,38.83906,-26.996021,-30.7867,4.511812,-2.7608697,-28.64489,-11.169631,3.4638638,-19.667433,-14.154958,4.9823227,-10.91066,-13.547461,5.3294034,-2.4937744,-8.410458,-7.8111105,-1.1407849,1.3754958,-12.592697,-4.329705,-0.3012339,-5.9567227,-6.49713,-2.8408294,1983.2227008623174,1159.112417021269,2752.410239361702,0.11413983,output_20250226_1705_speaker1.mp3,0
-402.03192,186.92166,-76.82198,-70.005295,27.149452,39.462112,-26.747133,-36.67053,1.1554903,2.466444,-24.86165,-13.220329,6.820733,-15.239007,-14.176851,5.734319,-10.86094,-14.491595,3.231281,-5.239704,-5.454748,-6.489656,-2.892656,1.9905639,-13.805256,-3.8635454,1.3927006,-4.549121,-5.934825,-3.040383,1939.5344624368597,1067.825764027413,2598.445811170213,0.10842222,output_20250226_1705_speaker1.mp3,0
-472.13007,113.12344,-42.60355,-23.621841,10.983046,-1.856456,-14.954282,-8.112398,-7.0490026,-10.732141,-9.35536,-4.0191483,-2.0193744,-4.89567,-2.7829993,-1.9577327,-4.463101,-3.212424,-1.9166138,-4.864691,-3.0339901,-3.163728,-2.387197,-0.603535,-4.2427855,-0.97346854,0.99385047,0.099899456,-2.347309,-3.3416398,1142.6746279974136,766.1413501050172,1775.141289893617,0.13329022,output_20250226_1705_speaker1.mp3,0
-391.1264,177.99144,-83.83845,-50.597843,34.508694,26.174446,-30.677994,-27.032803,-1.1346494,-5.750974,-24.502834,-11.542028,0.26910043,-18.585688,-12.440739,2.1348135,-9.637989,-10.031896,3.6465883,-4.0187626,-3.4193726,-5.258442,-1.4129925,3.1242423,-10.774801,-2.3207386,1.1395388,-2.8904717,-5.5292525,-2.5093436,2083.44432251451,1225.8994495586735,2892.6612367021276,0.14289072,output_20250226_1705_speaker1.mp3,0
-735.86255,35.0877,-22.934845,-20.516327,7.0000935,7.971398,-6.8768053,-5.116832,4.176784,-1.6810863,-8.710395,-2.0820205,1.7037618,-4.0248322,-3.7045515,0.70208037,-1.2215751,-2.3223548,1.0063819,2.5625622,-0.066152684,-2.3693485,0.38807857,1.3869019,-2.1187503,-1.964175,0.35493705,-0.18125165,-1.148001,-0.18989292,801.9414742371088,513.3075252908096,1203.1665558510638,0.03546423,output_20250226_1705_speaker1.mp3,0
-534.8912,96.690636,-41.82026,-29.358656,21.121706,21.82649,-15.721868,-16.807497,1.6158859,-3.1071928,-17.007341,-5.429558,2.400104,-11.587066,-4.358336,5.551494,-9.249062,-11.539386,1.8968124,-0.9709816,-4.247984,-6.137374,0.5907199,4.4607954,-4.9487014,-0.93471545,-0.04885697,-1.4037969,-2.6985433,-2.1450076,1086.1675728810958,596.2314001179979,1509.3500664893618,0.116272904,output_20250226_1705_speaker1.mp3,0
-575.3152,94.126175,-32.635242,-28.75314,19.269928,19.386171,-15.429433,-16.48576,1.2102965,-2.816705,-14.235814,-4.3650336,2.0050938,-10.500631,-6.7751017,4.0306463,-3.4151788,-6.7432184,0.73857635,-1.5939165,-4.205895,-4.567236,-0.535445,0.096929245,-7.061167,-2.1860685,0.8308646,-1.9621837,-4.2556686,-2.318118,981.4623403210178,586.761818720252,1421.0854388297873,0.11652961,output_20250226_1705_speaker1.mp3,0
-497.716,101.59702,-31.021465,-5.78978,11.609555,0.03290817,-10.181416,-10.628462,0.07082151,-2.498105,-14.469564,-5.9530835,4.0706415,-4.0767703,-3.399571,3.0482538,-2.002118,-3.6664376,0.6837757,-1.8010204,-3.549275,-2.7477312,0.95166373,-1.2271541,-7.4927382,-1.5265158,0.27942225,-4.167415,-4.0285316,-1.0939555,1028.467015627111,845.6947133966237,1789.7273936170213,0.14180996,output_20250226_1705_speaker1.mp3,0
-509.36295,92.44986,-45.94281,-16.536251,12.704903,8.514799,-7.340221,-14.18638,-5.8696613,-2.7378361,-10.227976,-5.2875648,-0.19924602,-9.387135,-8.807097,-0.81112397,-3.0391905,-5.339801,-0.7303287,-1.7735951,-2.0569475,-4.871857,0.040097572,1.422233,-8.225292,-1.5939078,0.37478742,-1.9726595,-3.6796603,-4.135802,1302.448704583395,866.0691256530648,2039.1871675531916,0.12179326,output_20250226_1705_speaker1.mp3,0
-332.8289,193.19147,-78.89378,-32.687885,28.498644,36.156296,-11.870438,-30.175718,-5.4789324,-1.7369021,-22.179947,-13.123995,4.6195908,-14.215403,-15.532637,3.009243,-7.525114,-13.460532,3.8704324,-3.848186,-8.236191,-9.444998,-0.5296694,2.669864,-14.352054,-1.6054844,-3.7314355,-6.227437,-4.260548,-7.2721057,1995.3982022557218,1325.061076221425,2967.4617686170213,0.16641797,output_20250226_1705_speaker1.mp3,0
-322.43613,190.38487,-73.08915,-2.4072454,26.607723,21.512165,-9.5392885,-20.529718,-0.24352787,-10.434104,-22.030102,-6.851206,3.345415,-9.176904,-12.221009,1.6667573,-4.4329953,-11.410447,3.2495,-6.339745,-9.032496,-3.9868236,-2.9773839,-2.792993,-13.869199,-3.748834,-0.8927763,-6.9100084,-7.3162737,-5.113976,2086.5696011510645,1439.0446520794976,3236.743683510638,0.16979282,output_20250226_1705_speaker1.mp3,0
-785.6172,65.844925,-35.90991,-26.275837,5.597342,8.222586,-10.453976,-5.891769,8.455712,-4.773782,-14.326943,-0.18712527,8.9740305,-4.0915685,-10.368662,-2.383442,-2.2337756,-0.74653393,2.5814292,-0.7239905,-6.0044794,-7.9576144,-0.21890222,0.105073266,-6.401033,-2.5485528,-0.47644645,-2.935335,-1.6900758,0.2602159,1444.7939455440303,1121.5240232429435,2423.9112367021276,0.010804649,output_20250226_1705_speaker1.mp3,0
-336.45148,193.91005,-56.50974,-12.472342,38.249397,19.044025,-3.351225,-11.970652,-4.223478,-10.448565,-18.799824,-6.5498185,0.38916665,-10.199226,-14.542351,-4.7674317,-2.6980064,-5.630383,-2.451589,-6.281541,-8.3616705,-6.953795,-4.7120657,-4.6982784,-10.857572,-7.8562837,-4.7359605,-5.315309,-7.305772,-7.759597,1651.0457926326944,1382.807452113764,2769.2403590425533,0.16239068,output_20250226_1705_speaker1.mp3,0
-393.69116,152.85158,-64.2086,-34.517933,40.63253,35.064396,-18.835123,-29.146297,-2.0256305,-4.0756483,-27.03019,-13.547574,2.8069704,-15.6339,-13.572876,3.5329754,-8.731229,-12.853537,2.696011,-2.5134287,-7.980142,-8.850357,-0.6996276,2.373215,-11.061926,-3.2574098,0.27144417,-3.4956217,-4.9316115,-3.858962,2075.3107427620494,1411.5852353463595,3134.017619680851,0.16429763,output_20250226_1705_speaker1.mp3,0
-495.12225,96.68081,-32.06605,3.0553713,10.241258,2.2986493,-0.34005958,-6.512179,-0.09177275,-0.13700019,-10.361631,-3.8671165,2.3301592,-4.8103414,-5.026929,-0.09913671,-1.6496729,-4.723608,-1.9514569,-2.9179077,-2.4387543,-4.3418555,-3.722397,-1.4658095,-5.7151127,-3.8555667,-3.045024,-1.993059,-3.4846392,-3.2873015,1281.0988750541242,940.7860778743596,2097.5315824468084,0.14649822,output_20250226_1705_speaker1.mp3,0
-475.84283,117.0326,-32.91393,-12.788661,18.962124,10.079082,-9.189368,-9.303318,-4.5926924,-7.9745407,-13.703376,-4.132501,3.482888,-5.903073,-6.4620824,1.047883,-0.3419763,-2.6304104,-0.58127195,-4.009898,-2.1543374,-3.8826535,-3.975794,-2.9955797,-8.139428,-2.2808099,-1.9712678,-3.7928886,-3.0618997,-3.5671844,1046.9697816624482,822.0004237139963,1827.127659574468,0.14541373,output_20250226_1705_speaker1.mp3,0
-414.18372,179.4644,-56.675346,-50.041058,34.92875,28.45688,-27.515568,-23.327917,8.273719,-5.123837,-30.463276,-13.201395,2.0236921,-15.677821,-11.8179,2.56403,-8.929239,-11.385193,0.42998138,-1.9402138,-7.799083,-10.765858,-1.2870184,1.6728668,-11.509323,-6.3858967,0.6833704,-1.8963153,-5.1481,-2.8570936,1914.8509115904155,1220.7250322348896,2859.624335106383,0.11993792,output_20250226_1705_speaker1.mp3,0
-401.4984,177.45668,-76.72541,-52.60604,46.360935,44.540115,-30.55084,-32.352837,6.074573,-5.806432,-32.605385,-8.222083,3.93444,-27.430857,-15.031524,10.230108,-9.641476,-14.111134,3.1247683,-3.3954537,-4.6229377,-7.1936088,0.50601774,2.8104372,-13.453138,-1.054647,1.8336147,-3.8716593,-6.2153516,-4.553269,2090.759407643526,1164.273249299027,2892.03789893617,0.113064066,output_20250226_1705_speaker1.mp3,0
-401.80768,179.78384,-66.93442,-58.5248,29.802015,37.618134,-25.539822,-31.14433,1.9703637,-3.0373158,-27.16974,-6.0351796,11.767495,-19.063908,-18.663467,4.346242,-9.288858,-12.940422,4.6441655,-6.99292,-8.634352,-4.1977553,0.5058953,0.79316986,-14.766015,-0.41209087,1.6226501,-7.2347765,-5.3506527,-2.5966659,1991.585572869053,1269.5290677900691,2950.756316489362,0.11814055,output_20250226_1705_speaker1.mp3,0
-400.17407,201.98932,-66.26977,-62.214886,30.336866,40.08315,-24.607807,-30.647367,0.86973995,-6.263537,-29.96475,-9.816262,8.033727,-18.376436,-13.763977,7.8190684,-12.322193,-16.298082,7.842071,-1.9273227,-8.380382,-8.337462,-1.5327418,2.253385,-14.7699795,-3.608679,-0.042623196,-5.5298047,-5.211724,-3.4734225,1865.5861898379133,1147.3523183453997,2667.1376329787236,0.11472484,output_20250226_1705_speaker1.mp3,0
-399.841,193.21489,-87.69988,-81.89099,21.458529,33.108025,-29.637747,-29.735538,6.0425715,-8.290413,-33.80953,-6.24879,10.615399,-20.64273,-15.441157,9.503187,-7.6165056,-13.010799,6.4944444,-0.10121991,-7.834426,-8.7643,1.5831164,2.0610344,-14.5290575,-2.711306,1.457775,-5.5746036,-6.118708,-2.4167025,1995.8088636039117,1058.585378703997,2786.693816489362,0.113842964,output_20250226_1705_speaker1.mp3,0
-402.31366,183.75941,-74.47059,-59.117702,36.38676,34.11847,-38.895313,-37.121582,5.9952226,-1.7940098,-30.049555,-8.403796,7.403715,-21.209978,-12.550195,9.548549,-10.883058,-15.530514,3.527781,-4.837538,-8.034642,-7.201044,1.3392806,2.995007,-14.517381,-0.4004805,2.8398597,-7.034347,-6.819779,-1.1893475,1996.0752151892984,1121.8831278101627,2784.200465425532,0.11925279,output_20250226_1705_speaker1.mp3,0
-422.81723,176.87222,-63.03127,-56.888985,37.23469,45.74951,-23.93228,-36.72035,0.2170408,2.4583302,-22.860662,-11.594763,2.8163393,-20.524046,-14.769965,8.501244,-8.948581,-15.88447,2.5784645,-5.152199,-8.023401,-6.807068,-1.3912578,3.3134131,-12.199844,-4.560935,1.006889,-3.8062208,-6.870561,-4.3047256,1956.4157360631773,1129.598947802216,2609.790558510638,0.1113284,output_20250226_1705_speaker1.mp3,0
-556.49603,92.848915,-34.23884,-30.441723,8.224085,10.670963,-14.632907,-12.455541,2.2072217,-2.7487028,-14.632522,-3.853352,6.412116,-7.1230416,-7.2715025,2.8767447,-3.2987983,-5.3216953,1.8426164,-2.0880778,-2.1386213,-2.476701,-0.10804425,0.5759926,-7.807203,-1.223547,0.26281556,-2.4820879,-0.9778074,-0.76509297,1215.5352969490618,829.9279558370728,1959.3999335106382,0.10418389,output_20250226_1705_speaker1.mp3,0
-425.33487,175.96266,-70.20088,-54.942917,39.59624,40.15438,-32.237988,-38.46513,0.6434523,-2.7274163,-25.857546,-8.364792,4.3962126,-20.768438,-11.512871,10.571496,-9.809049,-16.466265,1.0961087,-2.5051868,-4.675379,-9.570985,-4.371316,1.3235248,-11.528834,-2.8589458,-0.6540532,-4.7957377,-4.563658,-1.7103713,2003.347933458606,1093.853818548024,2717.1293218085107,0.11137471,output_20250226_1705_speaker1.mp3,0
-418.76346,190.45036,-62.027,-65.678825,23.786507,33.95374,-26.33608,-32.594456,3.738346,0.6602596,-25.181475,-10.726965,5.7325974,-18.970167,-17.54417,6.4078083,-6.336123,-13.895903,1.016133,-3.2113836,-5.412976,-8.409394,-4.759077,0.80794346,-11.100435,-3.1178715,0.8297981,-5.0445147,-5.3424706,-2.279475,1873.8782543733937,1157.16412815807,2643.076795212766,0.113805495,output_20250226_1705_speaker1.mp3,0
-423.36377,173.7903,-76.313,-65.673744,21.592413,25.94498,-31.726765,-27.385244,6.424054,-5.6832504,-29.956923,-6.2469554,11.881441,-16.09105,-15.838401,5.1075397,-6.641856,-12.288151,1.9250034,-2.2095788,-5.9702916,-8.852605,-0.9162634,2.001988,-13.598747,-4.6042924,0.2261049,-4.0542517,-5.599443,-4.6882443,2157.9330579796338,1282.7771032214769,3057.7210771276596,0.15392286,output_20250226_1705_speaker1.mp3,0
-568.55634,89.969765,-27.913948,-22.967049,17.845356,12.556977,-15.018757,-7.0868006,9.588484,-2.264462,-15.613666,-2.7065344,4.877912,-8.295425,-7.9299784,0.7103749,-4.7686014,-5.7856174,0.6218533,-2.448224,-4.9298544,-4.636225,0.90408736,1.1959451,-6.7162604,-1.8673646,0.4140995,-3.0441232,-3.504016,-2.1839602,1284.8068819750913,855.1048234621004,2021.484375,0.107310496,output_20250226_1705_speaker1.mp3,0
-516.86005,85.20853,-31.362436,-20.069763,13.52363,0.82503414,-17.80253,-7.959874,4.4527154,-3.2160633,-13.394557,-6.050027,2.2875013,-2.3518438,-3.2537737,0.010571521,-3.6946821,-6.835754,-2.1612635,1.0566932,-1.7679646,-4.5422997,-1.8773067,-0.70625526,-3.4168916,-1.7419827,-0.20686369,-2.793588,-3.9041874,-1.388922,1108.9757537175744,681.1853802107989,1644.9883643617022,0.14628753,output_20250226_1705_speaker1.mp3,0
-593.7889,68.35564,-38.101524,-36.69139,11.296042,10.931035,-13.794423,-6.263017,8.496287,-3.506642,-13.396363,-0.722683,5.034882,-6.522276,-8.208653,-0.65232,-3.2423139,-5.8014836,-0.050362814,-0.07212284,-5.532284,-4.714776,0.7233721,-0.69701266,-6.0056868,-2.8571978,0.24489175,-2.5269105,-1.7342848,1.66894,1186.181293641562,654.8760326188155,1621.301529255319,0.10184376,output_20250226_1705_speaker1.mp3,0
-428.16788,176.49097,-49.12164,-75.65762,2.4279099,12.173221,-28.29101,-21.777113,6.819002,-3.50319,-20.376944,-6.766515,0.09729767,-13.931594,-8.946457,6.5011883,-3.4868279,-16.162596,-5.2621217,2.840932,-6.184732,-11.572993,-1.9504241,-0.28734508,-11.517162,-8.924187,-1.8613514,-5.9013953,-9.334926,-4.389545,1669.1215379863895,1084.4213353158718,2414.4365026595747,0.11336582,output_20250226_1705_speaker1.mp3,0
-443.55154,166.44122,-62.04333,-55.128635,34.953278,31.685308,-28.917885,-24.02804,6.02549,-9.288513,-26.926088,-1.5669498,6.4385147,-21.640215,-14.766721,5.876748,-6.5049157,-10.545226,2.7323241,-3.3712394,-8.556098,-5.4879003,2.1719022,-0.97692806,-12.745742,-2.9062839,-1.0956757,-6.61252,-5.3367515,-1.6896936,2123.6557789086314,1325.6804405856076,3197.473404255319,0.11865777,output_20250226_1705_speaker1.mp3,0
-415.1766,168.97815,-54.901955,-44.317513,36.35546,29.490639,-36.040585,-32.793396,7.343772,-4.1946764,-32.852024,-12.75113,3.9990551,-18.880747,-12.587788,6.4972405,-8.209802,-11.204058,2.2935548,-3.3723326,-6.340956,-8.056666,0.84912306,3.7618208,-12.199555,-3.7836337,1.1822369,-3.944478,-5.6475196,-2.4269578,2005.1055224503984,1312.419239671207,2992.769281914894,0.113539115,output_20250226_1705_speaker1.mp3,0
-411.55725,179.28601,-70.42178,-44.383644,26.83268,32.960396,-21.974482,-32.526623,1.5080667,2.213994,-23.739065,-13.377319,4.0955863,-16.434137,-15.579769,4.2221155,-7.736306,-12.610843,1.9019749,-6.0086126,-4.901676,-6.4868293,-5.0921545,0.020012876,-12.52083,-3.9205687,-2.8704915,-5.744187,-5.7789702,-5.033661,2008.5194251230216,1322.5150495062542,2882.563164893617,0.15053648,output_20250226_1705_speaker1.mp3,0
-316.43304,189.64952,-70.43897,7.059701,38.267662,23.968637,-11.775487,-30.887482,-9.68186,-6.9832816,-22.34652,-10.866447,1.0314399,-11.836064,-12.320432,-1.8992696,-7.5439863,-11.240658,1.3460712,-5.0045695,-12.575174,-9.065639,-1.071812,-8.349552,-15.357443,-0.28204525,-6.3934445,-7.4385257,-4.8778763,-8.232864,1967.4924917132785,1516.7901632817402,3220.910904255319,0.15926318,output_20250226_1705_speaker1.mp3,0
-553.8185,87.61693,-29.953632,-24.194708,20.700571,18.866957,-15.033652,-13.533005,5.432273,-0.43208447,-13.025668,-3.078289,1.7048793,-11.219595,-6.9366236,2.7006524,-4.557021,-6.4594007,-0.63565487,-3.3905687,-3.3496919,-3.2280374,-0.04153282,-0.4216658,-6.4241714,-0.2342089,0.9632779,-2.432327,-3.0424752,-0.661423,1217.1466284297485,756.2043777080706,1794.215425531915,0.11325878,output_20250226_1705_speaker1.mp3,0
-542.35474,95.28369,-19.276264,-8.45265,11.443533,3.179507,-11.932974,-11.084909,5.37829,-1.8769838,-16.707375,-3.4203246,3.623556,-7.5554013,-6.9949613,-2.1134439,-4.969145,-3.6302383,1.2951347,-2.4980805,-6.7767406,-5.050927,-0.2559375,-0.41964197,-5.742913,-5.098592,-1.5590893,-1.5206262,-5.6189885,-2.2768772,1056.9887569824702,931.1721715774914,1859.167220744681,0.113289066,output_20250226_1705_speaker1.mp3,0
-338.46893,197.19502,-60.800552,-13.4094,45.212547,28.515753,-10.790473,-23.659187,-0.20466004,0.22690696,-21.88996,-11.061343,2.2144947,-11.434409,-9.939536,1.5629815,-5.88241,-7.3777323,3.8190334,-3.0446875,-8.375678,-6.900689,-1.188281,-1.4244398,-12.428693,-6.6287675,-4.2262664,-5.871833,-7.7939973,-7.662957,1733.4422619453296,1310.2760639932292,2749.9168882978724,0.15388817,output_20250226_1705_speaker1.mp3,0
-452.00323,159.82437,-58.86322,-38.482857,22.250658,19.596315,-24.314585,-19.51195,9.41474,-6.168154,-29.389212,-6.838227,9.287668,-13.288154,-13.775542,1.3674375,-5.013865,-7.971731,-0.19587302,-3.502131,-6.4876714,-9.241046,-0.49665293,0.5499615,-12.747121,-3.933686,-0.6755856,-4.8963556,-5.046713,-1.4461167,2095.557996966636,1379.9266250359728,3240.234375,0.11489682,output_20250226_1705_speaker1.mp3,0
-379.27136,195.27368,-71.10992,-27.903786,45.445007,40.184265,-14.284008,-31.543177,-4.573382,2.0550404,-19.278368,-10.64788,2.340749,-20.209951,-14.915808,7.723504,-8.388855,-14.545378,3.6886165,-4.8184624,-6.0344396,-5.6094465,-1.5082749,0.086258054,-15.439084,-2.3190265,-1.2623953,-5.0145364,-4.143652,-6.019913,1933.3230936787143,1316.5162585677792,2862.2423537234044,0.120901905,output_20250226_1705_speaker1.mp3,0
